"comment","pol","Topic"
"#المدرسة_العليا_للاساتذة_القبة_تغلق_ابوابها#كيميائيون_مظلومون#كيمياء_المدارس_العليا_للاساتذةتعرض طلبة و خريجي قسم الكيمياء بالمدارس العليا للأساتذة للظلم و التهميش بعد رفض اعتراف عدة مديريات تربية بشهادتهم  و احقيتهم في التدريس، و تصنيفهم في ذيل قائمة التوظيف في بعض المديريات الاخرى، و فور بروز هذه المشكلة سعى طلبة الكيمياء لايجاد حلول لهذه المشكلة المفتعلة، لكن قوبلوا بالصد و التجاهل و عدم الاستجابة لندائاتهم مما ارغمهم للدخول في اضراب مفتوح منذ 11 فيفري 2021، و اليوم 30 مارس 2021 اغلقت المدرسة ابوابها في وجه طلبتها قمعا و ظلما بعد فشلها في حل مشكلة الكيميائيين و احالت جميع الدفعات الى نظام الدراسة عن بعد","-1","éducation"
"انشاء الله نجيب البيام بالمعدل لي في راسي وذلك بمجهودي طبعا دعواتكم دعوة40غريب مستجابة♥️","1","éducation"
"نطالب بتأجيل البكالوريا","-1","éducation"
"   :// . . /حجامة-البراء-تدليك-وفوطة-نارية-107021241483441/","0","sociale"
"  مجموعة جديدة محترمة زهو ولهبال شرفونا بحضوركم فضلا ليس امرا مرحبا بكم 😍😍  :// . . / /2298886247103606/? =","1","reseau social "
"      بيام","0","éducation"
"  صفحتنا الجديدة الخاصة بأصحاب الجملة مرحبا بكم⁦♥️⁩👇👇👇 :// . . / - - -114065487437260/","1","reseau social "
"قمة الإنحطاط تدني المستوى العلمي! كيف يمكن للتلاميذ استعاب الدروس في وقت وجيز وعلى المعلم إنهاء البرنامج  سواء فهم أم لم يفهم أيعقل تلاميذ السنة الخامسة ابتدائي لم يتوصلو لنهاية برنامج السنة الماضية والآن يجتازون شهادة الإبتدائية !!!!ظلم هذا في حق الطفل ظروف قاسية مرت !علينا ضغط كبير!!  في  حق الطفل!إلغاء هذه الشهادة أمر لابد منه يجب إنهاء الدروس في ظروف اكثر ارتايحية في صالح أولادنا نحن نبحث عن المستوى لا نبحث عن المنافسة فرجاءا منكم تفهم الوضع !!بناء  الاجيال  لا لتهديمهم.  ","-1","éducation"
"من فضلكم الكلام عن تانوية سالم علام اولاد هداج فى اضراب مند شهر واسبوع لخلاف بين الاساتدة والمدير الدي اخد عطلة مرضية مند اسبوعين علماانا التانوية خالية دون دراسة وهي مغلقة ولا واحد تكلم عنها والباك على شهرين","-1","éducation"
"مديرية التربية بومرداس لم تتحرك","-1","éducation"
"حض سعيد انشالله","1","éducation"
"معدل النجاح من فضلك","0","éducation"
"ربي يوفقني ان شاء الله يارب","1","éducation"
"  اكل ماهوا جديد اخبار داخل وخارج الوطن  :// . . / /1463177037337453/? =","0","reseau social "
"  كاين منها هذيا ???","0","sociale"
"بتوفيق والله في عون الجميع😙🤣🤩","1","éducation"
"هل توريخ هذم هوم ولا قدموهم","0","éducation"
"    ال للبيام و سانكيام مرناش فهمين والو","-1","éducation"
"ربي ينجحنا 😔","-1","éducation"
"#تأجيل_البكالوريا_حقنا","-1","éducation"
"نحن طلبة بكالوريا 2021 نطلب  تاجيل البكالوريا لشهر سبتمبر و ذلك للاسباب التالية _وقوع الطلبة ضحية لاضراب الاساتذة و سياسة حشو الدروس_الظروف النفسية الكارثية للطالب _انتهاج سياسة حشو الدروس في الثانويات لاكمال البرنامج و عدم قدرة الطالب على الفهم و الاستيعاب _اضراب الاساتذة لاكثر من 3 اسابيع الذي شتت الطلبة_الطلبة بحاجة لوقت للتحضير للامتحان و المراجعة#تاجيل_الباكالوريا_لسبتمبر_حقنا#نطالب_بتاجيل_الباك#تاجيل الباك","-1","éducation"
"صح فطوركوم","1","sociale"
"  وأن المساجد لله  #إسقاط_بلمهدي وزير الشؤون الدينية#إسقاط_محند_عزوق مدير التوجيه والتعليم القرآني بوزارة الشؤون الدينية#متضامن_مع_الشيخ_حسن_لراري","-1","politique"
"ڨالك في 2022 تاع قطر غادي يغنو أغنية مسلسل الخاوة تاع كادار الجابوني 🤔 على رأي مهدي تاع جومبو     يا من عاش 🤣","1","sociale"
"نخرج وقت ماحبيت","-1","covid"
".﴿.قُل.هُوَ.اللَّهُ.أَحَدٌ.۞اللهُ.الصَّمَدُ.۞.لَمْ.يَلِدْ.وَلَمْ.يُولَدْ.۞.و َلَمْ.يَكُن.لَّهُ.كُفُوًا.أَحَد.﴾","1","religieux"
"  🔴الشيخ ياسين لراري ختم خطبته العصماء بقوله : اللهم هل بلغت .. اللهم فاشهد .. وإن الله يشهد .. ونحن جميعا نشهد أنك قد بلغت .. وكفيت ووفيت .. وأديت الذي عليك .. وأعدت لنا الأمل في وجود أمثالك ممن يصدعون بالحق .. فبارك الله فيك ورفع قدرك وذب عن وجهك النار .. وأنتم أيها الأئمة .. قد فتح لكم هذا الشيخ الفاضل الباب .. وأقام عليكم الحجة .. ولا عذر لكم بعد اليوم . ☝️#_حرروا_بيوت_الله#_متضامنون_مع_الشيخ_ياسين_لراري_الصادع_بالحق","1","religieux"
"وعلاه كاين حجر انا معلابليش","-1","covid"
"ولايتك لايوجد فيها الحجر ايها المغفل     ","-1","covid"
"كغونا مزالت","0","covid"
" الفائدة ،؟؟؟","-1","sociale"
"جميل","1","sociale"
"مزال يامنو بالغولة الله يهدي برك","-1","sociale"
"والله العجب صاير خرجت البارح نشوف كلش غالي ونزيد شفت السكنات اللي مدوهم لماليهم ماسكنوهمش وانا  عشرين سنة مقصيين بدون سبب وزيد الكراء مع رمضان قولو للحاكم ينقصفنا رانا جزايريييييين  ","-1","sociale"
"الديوان الوطني للتعليم والتكوين عن بعد الديوان الوطني للتعليم والتكوين عن بعدالأصل ان يكون إسم على مسمىحتى إجراء الواجبات والفروض والامتحانات أيضا يكون عن بعد في إطار عصرنة التعليم الإلكترونيحتى أنه بالجامعة فيه بعض المواد تم إجراءها إلكترونيا وعن بعد عبر منصة مودل الإلكترونية .فما بالكم بطلبة التعليم عن بعدأرجو أن يكون الامتحان إلكتروني او على الاقل اختياري بين حضوري والالكتروني","0","éducation"
"لماذا لم تتكلمو عن الاضراب😕😕😕","-1","éducation"
"س/ما حكم الصيام بلا صلاة ، هل صحيح أن الصيام يقبل ويتحمل الإنسان الإثم بعد ذلك بتركه الصلاة ؟ أم ماذا ؟!ج/ لا يقبل لأنه كافر ، من ترك الصلاة كفر ، وتبطل أعماله كما قال تعالى:   وَلَوْ أَشْرَكُوا لَحَبِطَ عَنْهُمْ مَا كَانُوا يَعْمَلُونَ  [الأنعام:88].والرسول ﷺ قال:   بين الرجل وبين الكفر والشرك ترك الصلاة  . أخرجه مسلم في صحيحه. وقال ﷺ :   العهد الذي بيننا وبينهم الصلاة فمن تركها فقد كفر  . أخرجه الإمام أحمد وأهل السنن بإسناد صحيح عن بريدة ﷺ.وقال ﷺ :   رأس الأمر الإسلام وعموده الصلاة  . وكان أصحاب النبي ﷺ لا يرون شيئًا تركه كفر إلا الصلاة ، تركها كفر أكبر ، نسأل الله العافية.","1","religieux"
"فيما يخص اضراب الاساتذة لا عين رأت ولا أذن سمعتلعبتوها ڨاع ماعلابالكمش","-1","éducation"
"وش بيها الصورة صغيرة فالنهار","0","sociale"
" والنفيس في سبيل اعلاء كلمة الفسق والرذيلة .ما عجزت عنه أيادي العدو الكافر في أكثر من قرن ، حققتموه في اقل من ذلك بكثير ، ما أفلحتم الا في نشر الخنوع والذل و سوء الخلق .تصرفون كل قَيمٍ ورخيص دعوة للفجور ، تتاجرون بالدين ، وتقدمون الفساق والفاجرات كقدوة للشباب ، ماذا تركتم للاستاذ والامام كي يُصلحا ؟! ما يبنيه المعلم والامام في سنين ، تهدمونه انتم في أيام ، ولكن هيهات هيهات ، لن يكون أمامكم سوى الخسران والذل والمهانة .خسئتم وخسرتم وخبتم ، قاتلكم الله ، واني راءٍ قولَ الله تبارك وتعالى ينطبق عليكم :   يُرِيدُونَ أَن يُطْفِئُوا نُورَ اللَّهِ بِأَفْوَاهِهِمْ وَيَأْبَى اللَّهُ إِلَّا أَن يُتِمَّ نُورَهُ وَلَوْ كَرِهَ الْكَافِرُونَ الله نور السموات والأرض   والحمد لله رب العالمين .","-1","sociale"
"صحة رمضانكم يناس الجزاإر وصحة فطوركم 🇩🇿🇩🇿🇩🇿🇩🇿ربي يدومها❤❤","1","sociale"
"واليوم رمضان وربي يتقبل منة دعاء يارب ولي عنده أمية تتحققله وتعيشو فرحانين وربي يبعد علينا هذا البلاء والوباء🤲🇩🇿❤🙂☺✊🇩🇿❤  ","1","sociale"
"طلبولي ربي راني نقرة فلقرءان  ونتومة ربي يكون معاكم🇩🇿❤","1","sociale"
"الرداءة العار صرف صحي،  نفايات","-1","sociale"
"لماذا حتى الآن لم تغطي جريدتكم و قناتكم خبر اضراب موظفي التربية و التعليم عبر بقاع التراب الوطني لماذا هذا التعتيم؟","-1","sociale"
"حسبي الله و نعم و كيل كاين كاش واحد عايش علا شمع حنا عايشين علا شمع بناء فوضوي و بزيادة تهمة سرقة الكهرباء و بروسي بناء من غير رخصة علاش لوكان عندي وين نعيش ولا سكنا نسكن في بناء فوضوي مطلقة  و بنتي 3سنوات مريضة بلقلب (عملية ) لا دخل لا والو  وين رايحين بيها بنتي راهي تعاني لا مشتا ننغبنو تدخل علينا نو و برد  و صيف أفاعي ..........انا ماراني نطلب والو غير سكن  ","-1","sociale"
"ن م ايا سيدي","-1","sociale"
"للشعب الجزائري جوعتوه حاسبين الله ونعم الوكيل","-1","politique"
